surface,tab,group,label,stable_command_id,aliases,visible,implementation_status,availability_reason,required_document_or_selection,controller,engine_operation,input_dialog_or_preset,output_or_state_change,undo_contract,dependency,source_location,test_or_repro,implementation_commit,review_status,evidence_path
ribbon,Convert,Batch,Batch,batchConv,,false,implemented+missing-context,"Implemented-but-hidden: full BatchMode workspace exists (src/modes/BatchMode.cpp, 1724 lines; 7 ops: Convert/Compress/Watermark/PDF-A/Merge/OCR/Pattern-Redact; per-item preflight U08, async merge worker 9.12 P1) and is reachable ONLY via the bottom ScreenNav 'Batch' button (TaskNav.cpp:26). Wire target: ribbon Batch route to the existing screen (or keep one canonical entry)",Add input files in Batch workspace,ScreenNav -> BatchMode,IConversionEngine/IExporter/OcrPipeline/IRedactor batch loop,BatchMode file list + operation panel,Per-file outputs + truthful success/fail/remaining summary,None (new outputs),None,src/modes/BatchMode.cpp:209-215; src/shell/TaskNav.cpp:26,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,Batch,Preset,exportPresets,exportPresets,false,obsolete-alias-duplicate,Duplicate of implemented exportPresets: ToolId::ExportPresets opens ExportPresetsPanel and executes the chosen preset (linearize/PDF/A on a save-as copy) - HomeController::onExportPresets with planForExport (9.16 P0). Menu File>Export Presets exists. Canonical: exportPresets,Open a PDF,HomeController,linearizeDocument/exportPdfA per plan,ExportPresetsPanel,Preset-exported copy written,None (new file),None,"src/shell/controllers/HomeController.cpp:94-96,548-605; src/shell/MenuBar.cpp:38,272",Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,Batch,Watch Folder,watch,,false,implemented+missing-context,"Implemented-but-hidden: BatchMode has a hot-folder watch option (m_hotFolderCheck 'Watch folder (hot folder)', m_hotFolderEdit - BatchMode.cpp:745-752) inside the Batch workspace. Wire target: Batch screen route (same as batchConv)",Folder to watch,BatchMode,batch loop over hot-folder arrivals,BatchMode hot-folder path field,Files in watched folder processed,None (new outputs),None,src/modes/BatchMode.cpp:745-752,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Forms,Design,Text Field,textField,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddText; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,Checkbox,checkbox,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddCheckbox; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,Radio,radio,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddRadio; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,Dropdown,dropdown,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddDropdown; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,List Box,listbox,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddListBox; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,Button,button,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddButton; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,Date,dateField,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddDate; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,Numeric,numField,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddNumeric; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Design,Signature,sigField,,true,implemented+available,Open a PDF,Open a PDF,FormsController,viewer ToolMode::FormAddSignature; IFormManager add*Field,Form Builder: drag field rect,Form field widget added (PERSISTED),Undoable via AddFormFieldCommand path,None,src/shell/controllers/FormsController.cpp:54-93,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Build,Create Form,createForm,,true,implemented+available,Open a PDF,Open a PDF,FormsController -> Form Builder screen,FormBuilderMode + IFormManager add*Field,Form Builder canvas placement,AcroForm fields added (PERSISTED),Field placement via AddFormFieldCommand (undoable); see AutoDetectPlacement for compound case,None,src/shell/controllers/FormsController.cpp:51-53,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Build,Auto-detect,autoDetect,,true,implemented+available,Open a PDF; detection may find none,Open a PDF,FormsController,IFormManager::autoDetectFields + AutoDetectPlacement compound command,None (current page),Suggested fields placed as ONE undoable compound command with honest placed/failed counts,Undoable (AutoDetectPlacement single compound),None,"src/shell/controllers/FormsController.cpp:94-96,114-133",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Build,Tab Order,tabs,,true,implemented+available,Open a PDF,Open a PDF,FormsController,IFormManager::setTabOrder exists (IFormManager.h:140) but NOT called by this command,Info box only,Activates Form Builder + message directing user to its Tab Order sidebar (partial stub at command level),n/a (current command performs no write),None,"src/shell/controllers/FormsController.cpp:97-99,135-141",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Validate,Validation,rules,,false,planned-unimplemented,no implementation found after tracing for general validation rules (IFormManager::setFieldMetadata exposes ONLY tooltip+required - IFormManager.h:81-83; no rules model beyond that),Open a PDF + a field,None,setFieldMetadata (partial primitive),Rules editor (unspecified),Validation rules saved to field (target behavior),Undoable command (target),None,src/core/interfaces/IFormManager.h:81-83; src/shell/RibbonModel.cpp:36,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Forms,Validate,Required,required,,false,implemented+missing-context,"Implemented-but-hidden: FormFieldPropertiesPanel has m_requiredCheck (FormFieldPropertiesPanel.h:50) in Form Builder, and IFormManager::setFieldMetadata(pdfPath, field, tooltip, required, outPath) persists it (FormManager.cpp:957). Wire target: form screen/properties panel route",Open a PDF + a field selected,FormFieldPropertiesPanel (Form Builder),IFormManager::setFieldMetadata(required),Properties panel checkbox,Required flag persisted to field dict,Undoable via field-property command path,None,src/modes/FormFieldPropertiesPanel.h:50; src/engines/FormManager.cpp:957,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Forms,Validate,Calculation,calcField,calcField; calc-field (menu),false,obsolete-alias-duplicate,"Duplicate of implemented canonical calcField: ToolId::CalcField is handled (FormsController.cpp:90-93 -> ToolMode::FormAddCalculated -> IFormManager::addCalculatedField) and exposed on the menu (Forms>Add Calculated Field, Registry dispatch). The ribbon has NO visible calculated-field button, so the hidden 'calc' entry is its natural home. Canonical: calcField",Open a PDF,FormsController,ToolMode::FormAddCalculated; IFormManager::addCalculatedField,Form Builder field placement,Calculated field added (PERSISTED),Undoable (AddFormFieldCommand path),None,"src/shell/controllers/FormsController.cpp:90-93; src/shell/MenuBar.cpp:115,392",Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Forms,Data,Export Data,exportData,"export alias (ToolId.cpp:260); export (this id, ToolId.cpp:260)",true,implemented+available,Open a PDF with fields,Open a PDF,FormsController,IFormManager::exportFormData (FDF/CSV),Save-file dialog fdf/csv,Form data file written; document unchanged,None,None,"src/shell/controllers/FormsController.cpp:103-105,205-219",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Data,Import Data,importData,"import alias (ToolId.cpp:259); import (this id, ToolId.cpp:259)",true,implemented+available,Open a PDF; FDF/CSV data file; radio/pushbutton targets skipped with warning,Open a PDF,FormsController,IFormManager::importFormData + SafeSave::commitFileToDestination (V01 fix),Data file-open dialog,Field values written into document on disk (atomic replace; viewer reloads),NOT undoable (disk replace; history untouched),None,"src/shell/controllers/FormsController.cpp:100-102,143-203",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Forms,Data,Reset,reset,,false,planned-unimplemented,"no implementation found after tracing for resetting field VALUES (no resetForm/clearFields engine op; importFormData with empty data is not a reset; flattenForm is a different semantic). Nearest: fillForm writes values, removeFieldByName deletes fields",Open a PDF with filled fields,None,None,None,Field values cleared (target behavior),Undoable command (target),None,src/core/interfaces/IFormManager.h:70-145 (no reset op),Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Forms,Data,Flatten,flatten,,false,implemented+missing-context,"Implemented engine op with ZERO UI callers: IFormManager::flattenForm(pdfPath, outputPath) is implemented (FormManager.cpp:1137, declared IFormManager.h:145) but no controller/menu/ribbon route calls it. Wire target: add a flatten command to FormsController + visible entry",Open a PDF with fields,None (no route today),"IFormManager::flattenForm (implemented, FormManager.cpp:1137)",Save dialog (unspecified),Flattened copy written; widgets become page content,None (new file),None,src/engines/FormManager.cpp:1137; src/core/interfaces/IFormManager.h:145; grep flattenForm callers: none outside engine,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
